area_code,PRO_NAME,LEVEL_2_TYPE,priority_no,inc_unit,LEVEL_1_TYPE,LEVEL_3_TYPE
760Y,蔬菜项目,红薯,13,万元,生鲜果蔬类,
769Y,活体项目,虫类,18,万元,活体类,
757Y,其他常温水果项目,菠萝,8,万元,生鲜果蔬类,
591Y,桃项目,水蜜桃,8,万元,生鲜果蔬类,
451Y,其他常温水果项目,梨,5,万元,生鲜果蔬类,
731Y,桃项目,水蜜桃,5,万元,生鲜果蔬类,
311Y,粮油副食项目,粮油米面调料,3,万元,粮油米面调料类,
579Y,蔬菜项目,羊肚菌,4,万元,生鲜果蔬类,
471Y,蔬菜项目,食用菌,2,万元,生鲜果蔬类,
755Y,其他常温水果项目,芒果,12,万元,生鲜果蔬类,
755Y,花卉苗木项目,苗木,7,万元,花卉苗木类,
022Y,粮油副食项目,粮油米面调料,11,万元,粮油米面调料类,
752Y,滋补品项目,银耳,7,万元,南北干货类,
752Y,海鲜水产项目,鱼类,1,万元,海鲜水产类,
752Y,肉类熟食项目,肉丸,2,万元,生鲜肉类,
871Y,滋补品项目,枸杞,5,万元,南北干货类,
023Y,滋补品项目,枸杞,4,万元,南北干货类,
027Y,活体项目,观赏类,25,万元,活体类,
010Y,粮油副食项目,黄豆,11,万元,粮油米面调料类,
757Y,蔬菜项目,其他蔬菜,14,万元,生鲜果蔬类,
451Y,海鲜水产项目,海蜇,7,万元,海鲜水产类,
027Y,桃项目,鹰嘴桃,15,万元,生鲜果蔬类,
731Y,桃项目,鹰嘴桃,5,万元,生鲜果蔬类,
311Y,其他常温水果项目,柿子,24,万元,生鲜果蔬类,
024Y,茶叶项目,花茶,11,万元,茶叶类,
595Y,海鲜水产项目,其他海鲜水产,2,万元,海鲜水产类,
029Y,其他常温水果项目,柿子,15,万元,生鲜果蔬类,
022Y,花卉苗木项目,种子,8,万元,花卉苗木类,
757Y,龙虾项目,小龙虾,30,万元,海鲜水产类,
931Y,樱桃项目,樱桃,6,万元,生鲜果蔬类,
771Y,肉类熟食项目,知了猴,6,万元,生鲜肉类,
851Y,蔬菜项目,折耳根,3,万元,生鲜果蔬类,
371Y,蔬菜项目,香菇,4,万元,生鲜果蔬类,
451Y,肉类熟食项目,红肠,2,万元,生鲜肉类,
027Y,桃项目,水蜜桃,15,万元,生鲜果蔬类,
731Y,蔬菜项目,莲藕,3,万元,生鲜果蔬类,
316Y,草莓项目,草莓,14,万元,生鲜果蔬类,
025Y,茶叶项目,花茶,4,万元,茶叶类,
351Y,其他常温水果项目,桔橙,15,万元,生鲜果蔬类,
028Y,滋补品项目,中药材,6,万元,南北干货类,
022Y,苹果项目,苹果,19,万元,生鲜果蔬类,
752Y,蔬菜项目,食用菌,9,万元,生鲜果蔬类,
595Y,活体项目,观赏类,21,万元,活体类,
531Y,活体项目,禽类,24,万元,活体类,
771Y,荔枝项目,荔枝,1,万元,生鲜果蔬类,
451Y,大米项目,花椒,3,万元,粮油米面调料类,
731Y,粽子项目,粽子,9,万元,假日类,
731Y,粮油副食项目,蛋奶制品,4,万元,生鲜肉类,
731Y,滋补品项目,中药材,22,万元,南北干货类,
531Y,龙虾项目,小龙虾,19,万元,海鲜水产类,
791Y,蟹项目,海蟹,7,万元,海鲜水产类,
513Y,蔬菜项目,红薯,4,万元,生鲜果蔬类,
513Y,蔬菜项目,羊肚菌,4,万元,生鲜果蔬类,
595Y,粽子项目,粽子,13,万元,假日类,
595Y,荔枝项目,荔枝,4,万元,生鲜果蔬类,
595Y,海鲜水产项目,鱼类,2,万元,海鲜水产类,
592Y,干货项目,坚果,12,万元,南北干货类,
028Y,蔬菜项目,辣椒,11,万元,生鲜果蔬类,
517Y,茶叶项目,花茶,10,万元,茶叶类,
022Y,蔬菜项目,土豆,7,万元,生鲜果蔬类,
752Y,海鲜水产项目,其他海鲜水产,1,万元,海鲜水产类,
760Y,海鲜水产项目,鱼类,2,万元,海鲜水产类,
871Y,蔬菜项目,花椒,4,万元,生鲜果蔬类,
571Y,杨梅项目,杨梅,14,万元,生鲜果蔬类,
769Y,粽子项目,粽子,12,万元,假日类,
769Y,肉类熟食项目,肉丸,7,万元,生鲜肉类,
771Y,龙眼项目,龙眼,9,万元,生鲜果蔬类,
451Y,花卉苗木项目,种子,12,万元,花卉苗木类,
536Y,蟹项目,海蟹,12,万元,海鲜水产类,
536Y,葡萄项目,葡萄,22,万元,生鲜果蔬类,
471Y,花卉苗木项目,干花,3,万元,花卉苗木类,
755Y,粽子项目,粽子,8,万元,假日类,
510Y,蔬菜项目,食用菌,6,万元,生鲜果蔬类,
991Y,蔬菜项目,红薯,10,万元,生鲜果蔬类,
760Y,其他常温水果项目,黄皮,6,万元,生鲜果蔬类,
023Y,蔬菜项目,百合,9,万元,生鲜果蔬类,
551Y,龙虾项目,小龙虾,18,万元,海鲜水产类,
769Y,海鲜水产项目,贝类,8,万元,海鲜水产类,
020Y,海鲜水产项目,海蜇,2,万元,海鲜水产类,
898Y,花卉苗木项目,树苗,13,万元,花卉苗木类,
371Y,梨项目,梨,21,万元,生鲜果蔬类,
731Y,花卉苗木项目,干花,12,万元,花卉苗木类,
431Y,干货项目,中药材,3,万元,南北干货类,
531Y,肉类熟食项目,蚕蛹,1,万元,生鲜肉类,
316Y,樱桃项目,樱桃,4,万元,生鲜果蔬类,
513Y,茶叶项目,花茶,10,万元,茶叶类,
592Y,粮油副食项目,蛋奶制品,13,万元,生鲜肉类,
022Y,蔬菜项目,莲藕,7,万元,生鲜果蔬类,
991Y,粮油副食项目,粮油米面调料,17,万元,生鲜肉类,
760Y,其他常温水果项目,菠萝,6,万元,生鲜果蔬类,
771Y,活体项目,禽类,21,万元,活体类,
757Y,榴莲项目,榴莲,15,万元,生鲜果蔬类,
898Y,瓜项目,木瓜,12,万元,生鲜果蔬类,
371Y,其他常温水果项目,柿子,14,万元,生鲜果蔬类,
316Y,枣项目,干枣,9,万元,南北干货类,
311Y,梨项目,梨,15,万元,生鲜果蔬类,
579Y,蔬菜项目,笋,4,万元,生鲜果蔬类,
579Y,海鲜水产项目,水鱼,7,万元,海鲜水产类,
579Y,其他常温水果项目,樱桃,16,万元,生鲜果蔬类,
592Y,干货项目,银耳,12,万元,南北干货类,
351Y,中秋项目,月饼,5,万元,假日类,
351Y,蔬菜项目,土豆,10,万元,生鲜果蔬类,
021Y,花卉苗木项目,花木盆景,5,万元,花卉苗木类,
021Y,草莓项目,草莓,12,万元,生鲜果蔬类,
028Y,桔橙项目,桔橙,13,万元,生鲜果蔬类,
510Y,干货项目,榛子,12,万元,南北干货类,
991Y,粽子项目,粽子,21,万元,假日类,
571Y,李子项目,李子,16,万元,生鲜果蔬类,
020Y,海鲜水产项目,海参,2,万元,海鲜水产类,
851Y,花卉苗木项目,鲜花,24,万元,花卉苗木类,
898Y,花卉苗木项目,种子,13,万元,花卉苗木类,
451Y,肉类熟食项目,鸡肉,2,万元,生鲜肉类,
451Y,其他常温水果项目,圣女果,5,万元,生鲜果蔬类,
027Y,蔬菜项目,凉瓜,2,万元,生鲜果蔬类,
027Y,干货项目,南北干货,10,万元,南北干货类,
731Y,花卉苗木项目,树苗,12,万元,花卉苗木类,
532Y,花卉苗木项目,种子,9,万元,花卉苗木类,
025Y,蔬菜项目,笋,5,万元,生鲜果蔬类,
510Y,蔬菜项目,萝卜,6,万元,生鲜果蔬类,
551Y,茶叶项目,茶叶,1,万元,茶叶类,
769Y,其他常温水果项目,红毛丹,4,万元,生鲜果蔬类,
757Y,滋补品项目,百合,5,万元,南北干货类,
851Y,蔬菜项目,羊肚菌,3,万元,生鲜果蔬类,
898Y,海鲜水产项目,鱼类,5,万元,海鲜水产类,
371Y,滋补品项目,艾草,2,万元,南北干货类,
592Y,其他常温水果项目,菇娘,5,万元,生鲜果蔬类,
752Y,荔枝项目,荔枝,5,万元,生鲜果蔬类,
451Y,蔬菜项目,山药,4,万元,生鲜果蔬类,
451Y,海鲜水产项目,小龙虾,7,万元,海鲜水产类,
027Y,蟹项目,青蟹,11,万元,海鲜水产类,
027Y,干货项目,榛子,10,万元,南北干货类,
531Y,粮油副食项目,蛋奶制品,9,万元,生鲜肉类,
579Y,蔬菜项目,食用菌,4,万元,生鲜果蔬类,
579Y,肉类熟食项目,肉丸,2,万元,生鲜肉类,
536Y,花卉苗木项目,种子,4,万元,花卉苗木类,
592Y,肉类熟食项目,鸡肉,6,万元,生鲜肉类,
517Y,海鲜水产项目,鲅鱼,1,万元,海鲜水产类,
757Y,活体项目,观赏类,33,万元,活体类,
769Y,其他常温水果项目,百香果,4,万元,生鲜果蔬类,
771Y,海鲜水产项目,虾类,5,万元,海鲜水产类,
371Y,花卉苗木项目,干花,8,万元,花卉苗木类,
027Y,粮油副食项目,黄豆,8,万元,粮油米面调料类,
024Y,大米项目,大米,7,万元,粮油米面调料类,
532Y,瓜项目,网纹瓜,20,万元,生鲜果蔬类,
513Y,蔬菜项目,鸡头米,4,万元,生鲜果蔬类,
592Y,其他常温水果项目,黑老虎,5,万元,生鲜果蔬类,
022Y,花卉苗木项目,鲜花,8,万元,花卉苗木类,
752Y,其他常温水果项目,杨桃,8,万元,生鲜果蔬类,
551Y,海鲜水产项目,水鱼,7,万元,海鲜水产类,
757Y,其他常温水果项目,黄皮,8,万元,生鲜果蔬类,
771Y,肉类熟食项目,蚕蛹,6,万元,生鲜肉类,
851Y,蔬菜项目,桑葚,3,万元,生鲜果蔬类,
451Y,海鲜水产项目,牡蛎,7,万元,海鲜水产类,
579Y,蔬菜项目,桑葚,4,万元,生鲜果蔬类,
024Y,粮油副食项目,花椒,14,万元,粮油米面调料类,
536Y,花卉苗木项目,鲜花,4,万元,花卉苗木类,
755Y,肉类熟食项目,肉丸,10,万元,生鲜肉类,
517Y,桃项目,水蜜桃,9,万元,生鲜果蔬类,
022Y,瓜项目,网纹瓜,21,万元,生鲜果蔬类,
752Y,其他常温水果项目,菇娘,8,万元,生鲜果蔬类,
871Y,其他常温水果项目,火龙果,7,万元,生鲜果蔬类,
023Y,其他常温水果项目,荔枝,6,万元,生鲜果蔬类,
757Y,花卉苗木项目,树苗,6,万元,花卉苗木类,
371Y,苹果项目,苹果,10,万元,生鲜果蔬类,
451Y,中秋项目,月饼,8,万元,假日类,
027Y,蔬菜项目,椿芽,2,万元,生鲜果蔬类,
731Y,海鲜水产项目,鲅鱼,7,万元,海鲜水产类,
316Y,花卉苗木项目,花木盆景,6,万元,花卉苗木类,
536Y,海鲜水产项目,贝类,1,万元,海鲜水产类,
025Y,茶叶项目,茶叶,4,万元,茶叶类,
025Y,蓝莓项目,蓝莓,17,万元,生鲜果蔬类,
471Y,海鲜水产项目,鱼类,11,万元,海鲜水产类,
517Y,海鲜水产项目,其他海鲜水产,1,万元,海鲜水产类,
510Y,杨梅项目,杨梅,15,万元,生鲜果蔬类,
752Y,柚子项目,柚子,12,万元,生鲜果蔬类,
510Y,活体项目,虫类,22,万元,活体类,
551Y,梨项目,梨,17,万元,生鲜果蔬类,
010Y,干货项目,坚果,12,万元,南北干货类,
010Y,干货项目,南北干货,12,万元,南北干货类,
757Y,蔬菜项目,辣椒,14,万元,生鲜果蔬类,
757Y,粮油副食项目,蛋奶制品,7,万元,生鲜肉类,
757Y,荔枝项目,荔枝,9,万元,生鲜果蔬类,
591Y,蟹项目,海蟹,16,万元,海鲜水产类,
771Y,海鲜水产项目,鲅鱼,5,万元,海鲜水产类,
771Y,花卉苗木项目,花木盆景,8,万元,花卉苗木类,
771Y,干货项目,南北干货,17,万元,休闲零食类,
316Y,花卉苗木项目,干花,6,万元,花卉苗木类,
532Y,草莓项目,草莓,17,万元,生鲜果蔬类,
513Y,瓜项目,甜瓜,13,万元,生鲜果蔬类,
574Y,杨梅项目,杨梅,2,万元,生鲜果蔬类,
592Y,其他常温水果项目,无花果,5,万元,生鲜果蔬类,
351Y,花卉苗木项目,鲜花,13,万元,花卉苗木类,
510Y,梨项目,梨,18,万元,生鲜果蔬类,
769Y,枸杞项目,枸杞,17,万元,生鲜果蔬类,
769Y,其他常温水果项目,人参果,4,万元,生鲜果蔬类,
020Y,肉类熟食项目,其他肉类熟食,8,万元,生鲜肉类,
371Y,海鲜水产项目,水鱼,9,万元,海鲜水产类,
027Y,梨项目,梨,21,万元,生鲜果蔬类,
311Y,蔬菜项目,羊肚菌,6,万元,生鲜果蔬类,
024Y,海鲜水产项目,虾类,1,万元,海鲜水产类,
574Y,枇杷项目,枇杷,13,万元,生鲜果蔬类,
752Y,蔬菜项目,笋,9,万元,生鲜果蔬类,
571Y,海鲜水产项目,其他海鲜水产,8,万元,海鲜水产类,
023Y,其他常温水果项目,鲜枣,6,万元,生鲜果蔬类,
471Y,活体项目,虫类,14,万元,活体类,
010Y,樱桃项目,樱桃,16,万元,生鲜果蔬类,
769Y,其他常温水果项目,圣女果,4,万元,生鲜果蔬类,
020Y,蟹项目,海蟹,18,万元,海鲜水产类,
851Y,樱桃项目,樱桃,14,万元,生鲜果蔬类,
371Y,花卉苗木项目,花木盆景,8,万元,花卉苗木类,
371Y,花卉苗木项目,树苗,8,万元,花卉苗木类,
027Y,滋补品项目,百合,6,万元,南北干货类,
027Y,其他常温水果项目,杨桃,7,万元,生鲜果蔬类,
027Y,其他常温水果项目,山楂,7,万元,生鲜果蔬类,
731Y,茶叶项目,茶叶,2,万元,茶叶类,
025Y,海鲜水产项目,贝类,10,万元,海鲜水产类,
513Y,海鲜水产项目,海蜇,2,万元,海鲜水产类,
574Y,中秋项目,月饼,6,万元,假日类,
592Y,蔬菜项目,莲藕,8,万元,生鲜果蔬类,
592Y,海鲜水产项目,虾类,1,万元,海鲜水产类,
351Y,葡萄项目,葡萄,19,万元,生鲜果蔬类,
755Y,干货项目,参产品类,3,万元,南北干货类,
512Y,其他常温水果项目,板栗,18,万元,生鲜果蔬类,
991Y,枸杞项目,鲜枸杞,26,万元,生鲜果蔬类,
871Y,花卉苗木项目,鲜花,1,万元,花卉苗木类,
871Y,花卉苗木项目,种子,1,万元,花卉苗木类,
010Y,花卉苗木项目,花木盆景,14,万元,花卉苗木类,
769Y,干货项目,坚果,5,万元,南北干货类,
769Y,干货项目,南北干货,5,万元,南北干货类,
757Y,蔬菜项目,萝卜,14,万元,生鲜果蔬类,
591Y,蔬菜项目,辣椒,7,万元,生鲜果蔬类,
020Y,花卉苗木项目,干花,5,万元,花卉苗木类,
851Y,蔬菜项目,鸡头米,3,万元,生鲜果蔬类,
898Y,蟹项目,蟹类,18,万元,海鲜水产类,
371Y,蟹项目,蟹类,19,万元,海鲜水产类,
027Y,肉类熟食项目,红肠,1,万元,生鲜肉类,
731Y,蔬菜项目,凉瓜,3,万元,生鲜果蔬类,
731Y,蔬菜项目,桑葚,3,万元,生鲜果蔬类,
531Y,瓜项目,西瓜,15,万元,生鲜果蔬类,
316Y,蟹项目,蟹类,7,万元,海鲜水产类,
791Y,蔬菜项目,土豆,6,万元,生鲜果蔬类,
579Y,蔬菜项目,凉瓜,4,万元,生鲜果蔬类,
024Y,海鲜水产项目,海蜇,1,万元,海鲜水产类,
592Y,其他常温水果项目,百香果,5,万元,生鲜果蔬类,
592Y,其他常温水果项目,新会柑,5,万元,生鲜果蔬类,
029Y,石榴项目,石榴,18,万元,生鲜果蔬类,
022Y,海鲜水产项目,查干湖鱼,1,万元,海鲜水产类,
577Y,肉类熟食项目,其他肉类熟食,5,万元,生鲜肉类,
551Y,枇杷项目,枇杷,21,万元,生鲜果蔬类,
020Y,蟹项目,蟹类,18,万元,海鲜水产类,
731Y,其他常温水果项目,百香果,23,万元,生鲜果蔬类,
531Y,蔬菜项目,辣椒,2,万元,生鲜果蔬类,
579Y,粽子项目,粽子,10,万元,假日类,
579Y,其他常温水果项目,桔橙,16,万元,生鲜果蔬类,
025Y,肉类熟食项目,红肠,2,万元,生鲜肉类,
513Y,蔬菜项目,山菜,4,万元,生鲜果蔬类,
471Y,粽子项目,粽子,10,万元,假日类,
592Y,其他常温水果项目,葡萄,5,万元,生鲜果蔬类,
592Y,其他常温水果项目,椰子,5,万元,生鲜果蔬类,
028Y,牛羊肉项目,牛羊肉,3,万元,生鲜肉类,
028Y,龙眼项目,龙眼,26,万元,生鲜果蔬类,
517Y,蔬菜项目,食用菌,6,万元,生鲜果蔬类,
022Y,大米项目,大米,12,万元,粮油米面调料类,
577Y,海鲜水产项目,鱼类,2,万元,海鲜水产类,
871Y,杨梅项目,杨梅,19,万元,生鲜果蔬类,
571Y,蔬菜项目,其他水果,2,万元,生鲜果蔬类,
571Y,干货项目,南北干货,3,万元,南北干货类,
023Y,蔬菜项目,桑葚,9,万元,生鲜果蔬类,
023Y,其他常温水果项目,柠檬,6,万元,生鲜果蔬类,
010Y,蔬菜项目,红薯,13,万元,生鲜果蔬类,
931Y,滋补品项目,蜂蜜,2,万元,其他,
371Y,蔬菜项目,莲藕,4,万元,生鲜果蔬类,
027Y,瓜项目,哈密瓜,22,万元,生鲜果蔬类,
731Y,花卉苗木项目,花木盆景,12,万元,花卉苗木类,
871Y,蔬菜项目,辣椒,4,万元,生鲜果蔬类,
571Y,花卉苗木项目,百合,4,万元,花卉苗木类,
023Y,杨梅项目,杨梅,28,万元,生鲜果蔬类,
579Y,活体项目,虫类,18,万元,活体类,
757Y,花卉苗木项目,花木盆景,6,万元,花卉苗木类,
591Y,牛羊肉项目,牛羊肉,6,万元,生鲜肉类,
371Y,蓝莓项目,蓝莓,25,万元,生鲜果蔬类,
371Y,海鲜水产项目,虾类,9,万元,海鲜水产类,
531Y,中秋项目,月饼,6,万元,假日类,
531Y,蔬菜项目,笋,2,万元,生鲜果蔬类,
311Y,枣项目,鲜枣,21,万元,生鲜果蔬类,
025Y,花卉苗木项目,百合,7,万元,花卉苗木类,
029Y,瓜项目,木瓜,16,万元,生鲜果蔬类,
752Y,粽子项目,粽子,13,万元,假日类,
760Y,中秋项目,月饼,4,万元,假日类,
551Y,海鲜水产项目,鱼类,7,万元,海鲜水产类,
010Y,粮油副食项目,蛋奶制品,11,万元,生鲜肉类,
771Y,粮油副食项目,艾草,7,万元,粮油米面调料类,
371Y,干货项目,坚果,6,万元,南北干货类,
731Y,蔬菜项目,折耳根,3,万元,生鲜果蔬类,
024Y,海鲜水产项目,鱼类,1,万元,海鲜水产类,
532Y,花卉苗木项目,鲜花,9,万元,花卉苗木类,
536Y,活体项目,观赏类,1,万元,活体类,
471Y,中秋项目,月饼,5,万元,假日类,
595Y,茶叶项目,花茶,1,万元,茶叶类,
029Y,牛羊肉项目,牛羊肉,1,万元,生鲜肉类,
752Y,蔬菜项目,凉瓜,9,万元,生鲜果蔬类,
551Y,肉类熟食项目,蚕蛹,3,万元,生鲜肉类,
771Y,柚子项目,柚子,15,万元,生鲜果蔬类,
451Y,参茸项目,参产品类,10,万元,南北干货类,
536Y,花卉苗木项目,百合,4,万元,花卉苗木类,
592Y,其他常温水果项目,哈密瓜,5,万元,生鲜果蔬类,
592Y,粮油副食项目,大米,13,万元,粮油米面调料类,
351Y,枣项目,鲜枣,6,万元,生鲜果蔬类,
029Y,干货项目,南北干货,5,万元,南北干货类,
755Y,蔬菜项目,其他蔬菜,9,万元,生鲜果蔬类,
752Y,其他常温水果项目,草莓,8,万元,生鲜果蔬类,
010Y,参茸项目,参产品类,25,万元,南北干货类,
769Y,荔枝项目,荔枝,1,万元,生鲜果蔬类,
757Y,柚子项目,柚子,25,万元,生鲜果蔬类,
757Y,桔橙项目,桔橙,10,万元,生鲜果蔬类,
931Y,瓜项目,网纹瓜,16,万元,生鲜果蔬类,
371Y,蔬菜项目,土豆,4,万元,生鲜果蔬类,
027Y,蔬菜项目,笋,2,万元,生鲜果蔬类,
027Y,其他常温水果项目,苹果,7,万元,生鲜果蔬类,
431Y,苹果项目,苹果,20,万元,生鲜果蔬类,
579Y,蔬菜项目,莲藕,4,万元,生鲜果蔬类,
579Y,枇杷项目,枇杷,13,万元,生鲜果蔬类,
025Y,蔬菜项目,辣椒,5,万元,生鲜果蔬类,
513Y,蔬菜项目,山药,4,万元,生鲜果蔬类,
471Y,苹果项目,苹果,9,万元,生鲜果蔬类,
574Y,蟹项目,青蟹,3,万元,海鲜水产类,
592Y,其他常温水果项目,猕猴桃,5,万元,生鲜果蔬类,
592Y,海鲜水产项目,鲅鱼,1,万元,海鲜水产类,
592Y,干货项目,核桃,12,万元,南北干货类,
592Y,干货项目,中药材,12,万元,南北干货类,
755Y,蟹项目,青蟹,13,万元,海鲜水产类,
752Y,肉类熟食项目,红肠,2,万元,生鲜肉类,
871Y,桃项目,鹰嘴桃,18,万元,生鲜果蔬类,
851Y,活体项目,观赏类,26,万元,活体类,
851Y,蔬菜项目,莲藕,3,万元,生鲜果蔬类,
851Y,其他常温水果项目,圣女果,7,万元,生鲜果蔬类,
898Y,火龙果项目,火龙果,10,万元,生鲜果蔬类,
731Y,海鲜水产项目,海蜇,7,万元,海鲜水产类,
791Y,肉类熟食项目,鸡肉,3,万元,生鲜肉类,
024Y,草莓项目,草莓,3,万元,生鲜果蔬类,
532Y,杏项目,杏子,21,万元,生鲜果蔬类,
532Y,干货项目,坚果,4,万元,南北干货类,
536Y,蟹项目,青蟹,12,万元,海鲜水产类,
752Y,其他常温水果项目,板栗,8,万元,生鲜果蔬类,
513Y,活体项目,观赏类,18,万元,活体项目,
851Y,花卉苗木项目,干花,24,万元,花卉苗木类,
451Y,干货项目,银耳,6,万元,南北干货类,
731Y,蔬菜项目,椿芽,3,万元,生鲜果蔬类,
579Y,其他常温水果项目,火龙果,16,万元,生鲜果蔬类,
024Y,其他常温水果项目,苹果,12,万元,生鲜果蔬类,
025Y,梨项目,梨,16,万元,生鲜果蔬类,
574Y,茶叶项目,茶叶,9,万元,茶叶类,
755Y,海鲜水产项目,海参,6,万元,海鲜水产类,
577Y,牛羊肉项目,牛羊肉,13,万元,生鲜肉类,
510Y,肉类熟食项目,鸡肉,9,万元,生鲜肉类,
752Y,李子项目,柰子,16,万元,生鲜果蔬类,
023Y,桃项目,鹰嘴桃,17,万元,生鲜果蔬类,
022Y,活体项目,观赏类,22,万元,活体类,
551Y,肉类熟食项目,肉丸,3,万元,生鲜肉类,
931Y,蔬菜项目,土豆,7,万元,生鲜果蔬类,
536Y,猕猴桃项目,猕猴桃,16,万元,生鲜果蔬类,
513Y,蟹项目,蟹类,1,万元,海鲜水产类,
029Y,中秋项目,月饼,10,万元,假日类,
029Y,蔬菜项目,其他蔬菜,11,万元,生鲜果蔬类,
021Y,龙虾项目,虾类,10,万元,海鲜水产类,
755Y,蔬菜项目,辣椒,9,万元,生鲜果蔬类,
760Y,荔枝项目,荔枝,1,万元,生鲜果蔬类,
871Y,枇杷项目,枇杷,20,万元,生鲜果蔬类,
871Y,花卉苗木项目,干花,1,万元,花卉苗木类,
023Y,粮油副食项目,蛋奶制品,10,万元,生鲜肉类,
010Y,蔬菜项目,山菜,13,万元,生鲜果蔬类,
731Y,其他常温水果项目,红毛丹,23,万元,生鲜果蔬类,
024Y,蟹项目,海蟹,4,万元,海鲜水产类,
024Y,其他常温水果项目,西瓜,12,万元,生鲜果蔬类,
532Y,蔬菜项目,笋,5,万元,生鲜果蔬类,
532Y,肉类熟食项目,鸡肉,7,万元,生鲜肉类,
536Y,花卉苗木项目,干花,4,万元,花卉苗木类,
592Y,其他常温水果项目,板栗,5,万元,生鲜果蔬类,
512Y,桃项目,水蜜桃,9,万元,生鲜果蔬类,
752Y,粮油副食项目,花椒,14,万元,粮油米面调料类,
760Y,海鲜水产项目,虾类,2,万元,海鲜水产类,
551Y,花卉苗木项目,鲜花,9,万元,花卉苗木类,
010Y,肉类熟食项目,知了猴,9,万元,生鲜肉类,
757Y,海鲜水产项目,其他海鲜水产,2,万元,海鲜水产类,
757Y,干货项目,南北干货,11,万元,南北干货类,
851Y,大米项目,大米,13,万元,粮油米面调料类,
027Y,蔬菜项目,食用菌,2,万元,生鲜果蔬类,
027Y,其他常温水果项目,菠萝,7,万元,生鲜果蔬类,
027Y,茶叶项目,花茶,4,万元,茶叶类,
731Y,其他常温水果项目,椰子,23,万元,生鲜果蔬类,
531Y,蟹项目,蟹类,17,万元,海鲜水产类,
351Y,花卉苗木项目,花木盆景,13,万元,花卉苗木类,
029Y,粽子项目,粽子,19,万元,假日类,
752Y,桔橙项目,新会柑,18,万元,生鲜果蔬类,
871Y,其他生鲜水果项目,无花果,17,万元,生鲜果蔬类,
760Y,活体项目,观赏类,24,万元,活体类,
757Y,李子项目,李子,20,万元,生鲜果蔬类,
931Y,其他常温水果项目,圣女果,18,万元,生鲜果蔬类,
931Y,葡萄项目,葡萄,23,万元,生鲜果蔬类,
931Y,干货项目,南北干货,9,万元,南北干货类,
020Y,花卉苗木项目,花木盆景,5,万元,花卉苗木类,
027Y,其他常温水果项目,莲雾,7,万元,生鲜果蔬类,
531Y,海鲜水产项目,查干湖鱼,5,万元,海鲜水产类,
579Y,海鲜水产项目,贝类,7,万元,海鲜水产类,
532Y,牛羊肉项目,牛羊肉,10,万元,生鲜肉类,
536Y,中秋项目,月饼,7,万元,假日类,
592Y,火龙果项目,火龙果,22,万元,生鲜果蔬类,
028Y,粽子项目,粽子,17,万元,假日类,
022Y,其他常温水果项目,山楂,14,万元,生鲜果蔬类,
020Y,梨项目,梨,16,万元,生鲜果蔬类,
851Y,粽子项目,粽子,12,万元,假日类,
851Y,其他常温水果项目,香蕉,7,万元,生鲜果蔬类,
898Y,蔬菜项目,辣椒,4,万元,生鲜果蔬类,
371Y,蔬菜项目,山菜,4,万元,生鲜果蔬类,
531Y,蔬菜项目,山药,2,万元,生鲜果蔬类,
024Y,蔬菜项目,山菜,6,万元,生鲜果蔬类,
592Y,其他常温水果项目,水蜜桃,5,万元,生鲜果蔬类,
029Y,花卉苗木项目,鲜花,17,万元,花卉苗木类,
021Y,海鲜水产项目,贝类,2,万元,海鲜水产类,
028Y,樱桃项目,樱桃,4,万元,生鲜果蔬类,
512Y,蔬菜项目,红薯,7,万元,生鲜果蔬类,
577Y,其他常温水果项目,猕猴桃,10,万元,生鲜果蔬类,
577Y,桔橙项目,桔橙,3,万元,生鲜果蔬类,
551Y,葡萄项目,葡萄,15,万元,生鲜果蔬类,
931Y,其他常温水果项目,人参果,18,万元,生鲜果蔬类,
851Y,猕猴桃项目,猕猴桃,8,万元,生鲜果蔬类,
851Y,海鲜水产项目,贝类,25,万元,海鲜水产类,
898Y,海鲜水产项目,虾类,5,万元,海鲜水产类,
371Y,猕猴桃项目,猕猴桃,22,万元,生鲜果蔬类,
791Y,中秋项目,月饼,5,万元,假日类,
025Y,蔬菜项目,椿芽,5,万元,生鲜果蔬类,
025Y,干货项目,咖啡,15,万元,其他,
513Y,瓜项目,西瓜,13,万元,生鲜果蔬类,
513Y,大米项目,大米,12,万元,粮油米面调料类,
513Y,干货项目,核桃,6,万元,南北干货类,
592Y,其他常温水果项目,草莓,5,万元,生鲜果蔬类,
592Y,茶叶项目,茶叶,3,万元,茶叶类,
029Y,蔬菜项目,香菇,11,万元,生鲜果蔬类,
028Y,桃项目,水蜜桃,15,万元,生鲜果蔬类,
022Y,海鲜水产项目,水鱼,1,万元,海鲜水产类,
991Y,葡萄项目,葡萄,14,万元,生鲜果蔬类,
752Y,其他常温水果项目,火龙果,8,万元,生鲜果蔬类,
571Y,蔬菜项目,笋,2,万元,生鲜果蔬类,
571Y,枇杷项目,枇杷,11,万元,生鲜果蔬类,
023Y,茶叶项目,茶叶,7,万元,茶叶类,
757Y,草莓项目,草莓,26,万元,生鲜果蔬类,
451Y,海鲜水产项目,水鱼,7,万元,海鲜水产类,
579Y,肉类熟食项目,红肠,2,万元,生鲜肉类,
024Y,参茸项目,松茸,18,万元,生鲜果蔬类,
028Y,蔬菜项目,椿芽,11,万元,生鲜果蔬类,
