area_code,PRO_NAME,LEVEL_2_TYPE,inc_unit,LEVEL_1_TYPE,LEVEL_3_TYPE
021Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸭蛋
023Y,预制菜项目,熟食类,,副食干货类,熟食肉类
023Y,海鲜水产项目,海鲜水产,,生鲜类,海肠
023Y,茶叶项目,茶类,,副食干货类,绿茶
024Y,滋补品项目,中药材,,医药保健,鹿鞭
024Y,肉类熟食项目,生鲜肉类,,生鲜类,兔肉
025Y,茶叶项目,茶类,,副食干货类,红茶
027Y,常温水果项目,生鲜水果,,生鲜类,菇娘果
028Y,牛羊肉项目,生鲜肉类,,生鲜类,羊排
311Y,枣项目,休闲食品,万元,副食干货类,红枣
316Y,海鲜水产项目,干货,万元,副食干货类,海产干货
316Y,茶叶项目,茶类,,副食干货类,青茶
351Y,月饼项目,月饼类,,副食干货类,流心奶黄月饼
351Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸽子蛋/鹌鹑蛋
351Y,茶叶项目,茶类,,副食干货类,铁观音
371Y,海鲜水产项目,海鲜水产,,生鲜类,皮皮虾
431Y,常温水果项目,生鲜水果,,生鲜类,黄皮果
451Y,月饼项目,月饼类,,副食干货类,肉类月饼
451Y,瓜项目,生鲜水果,,生鲜类,香瓜/甜瓜
451Y,常温水果项目,生鲜水果,,生鲜类,覆盆莓
471Y,蔬菜项目,生鲜蔬菜,,生鲜类,笋
512Y,预制菜项目,休闲食品,,副食干货类,自热食品
513Y,蔬菜项目,生鲜蔬菜,,生鲜类,菱角
513Y,肉类熟食项目,生鲜肉类,,生鲜类,蝉蛹
513Y,干货项目,休闲食品,,副食干货类,蜜饯果干
531Y,海鲜水产项目,海鲜水产,,生鲜类,海兔子
532Y,瓜项目,生鲜水果,,生鲜类,西瓜
532Y,常温水果项目,生鲜水果,,生鲜类,香蕉
536Y,肉类熟食项目,生鲜肉类,,生鲜类,蛇肉
536Y,海鲜水产项目,海鲜水产,,生鲜类,海蜇/海蜇头
551Y,海鲜水产项目,海鲜水产,,生鲜类,甲鱼
551Y,常温水果项目,生鲜水果,,生鲜类,桑葚
571Y,预制菜项目,冻食类,,副食干货类,汤圆
577Y,禽鱼项目,活体类,万元,生鲜类,虫类
579Y,滋补品项目,中药材,,医药保健,其它中药材
592Y,蔬菜项目,生鲜蔬菜,,生鲜类,苦瓜
595Y,肉类熟食项目,生鲜肉类,,生鲜类,鸟肉
595Y,禽鱼项目,活体类,,生鲜类,禽类
595Y,常温水果项目,生鲜水果,,生鲜类,甘蔗
731Y,桃项目,生鲜水果,万元,生鲜类,黄桃/水蜜桃
752Y,海鲜水产项目,海鲜水产,,生鲜类,墨鱼/鱿鱼/章鱼
752Y,常温水果项目,生鲜水果,,生鲜类,菠萝
757Y,茶叶项目,茶类,,副食干货类,陈皮
791Y,肉类熟食项目,生鲜肉类,,生鲜类,蝉蛹
851Y,预制菜项目,熟食类,,副食干货类,凉皮
851Y,常温水果项目,生鲜水果,万元,生鲜类,百香果
898Y,茶叶项目,茶类,,副食干货类,绿茶
931Y,预制菜项目,熟食类,,副食干货类,卤味
991Y,肉类熟食项目,生鲜肉类,,生鲜类,狗肉
991Y,肉类熟食项目,生鲜肉类,,生鲜类,驴肉
991Y,常温水果项目,生鲜水果,,生鲜类,桑葚
023Y,肉类熟食项目,生鲜肉类,,生鲜类,鹅肉
025Y,蟹项目,蟹类,,生鲜类,帝王蟹
025Y,蟹项目,蟹类,,生鲜类,蟹肉蟹杂
028Y,樱桃项目,生鲜水果,万元,生鲜类,樱桃
028Y,蔬菜项目,生鲜蔬菜,,生鲜类,折耳根
311Y,牛羊肉项目,生鲜肉类,,生鲜类,牛排
351Y,滋补品项目,中药材,,医药保健,鹿血
351Y,蔬菜项目,生鲜蔬菜,,生鲜类,玉米
371Y,常温水果项目,生鲜水果,,生鲜类,木瓜
431Y,海鲜水产项目,海鲜水产,,生鲜类,藻类
471Y,常温水果项目,生鲜水果,,生鲜类,山楂果
510Y,常温水果项目,生鲜水果,,生鲜类,无花果
513Y,禽鱼项目,活体类,,生鲜类,观赏类
517Y,蔬菜项目,生鲜蔬菜,,生鲜类,笋
531Y,常温水果项目,生鲜水果,,生鲜类,圣女果
532Y,蔬菜项目,生鲜蔬菜,,生鲜类,鸡头米
536Y,滋补品项目,中药材,,医药保健,金银花
536Y,茶叶项目,茶类,,副食干货类,铁观音
551Y,蔬菜项目,生鲜蔬菜,,生鲜类,冰草
551Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸡蛋
551Y,常温水果项目,生鲜水果,,生鲜类,蓝靛果
571Y,蔬菜项目,生鲜蔬菜,,生鲜类,鸡头米
574Y,常温水果项目,生鲜水果,,生鲜类,蛋黄果
574Y,常温水果项目,生鲜水果,,生鲜类,其它水果
591Y,蔬菜项目,生鲜蔬菜,,生鲜类,冬瓜
592Y,茶叶项目,茶类,,副食干货类,花茶
731Y,肉类熟食项目,生鲜肉类,,生鲜类,猪肉
731Y,常温水果项目,生鲜水果,,生鲜类,莲雾/黑金刚莲雾
760Y,茶叶项目,茶类,,副食干货类,铁观音
851Y,牛羊肉项目,干货,万元,副食干货类,牛肉干
851Y,海鲜水产项目,海鲜水产,,生鲜类,海胆
898Y,蔬菜项目,生鲜蔬菜,,生鲜类,韭菜
931Y,海鲜水产项目,生鲜肉类,,生鲜类,泥鳅
020Y,其他生鲜项目,生鲜食品,万元,生鲜类,其它生鲜食品
020Y,常温水果项目,生鲜水果,,生鲜类,蓝靛果
022Y,茶叶项目,茶类,,副食干货类,龙井
023Y,常温水果项目,生鲜水果,,生鲜类,木瓜
025Y,预制菜项目,熟食类,,副食干货类,熟食海鲜
025Y,蟹项目,蟹类,,生鲜类,面包蟹
025Y,蔬菜项目,生鲜蔬菜,,生鲜类,冬瓜
027Y,常温水果项目,生鲜水果,,生鲜类,橄榄
028Y,常温水果项目,生鲜水果,,生鲜类,黄皮果
029Y,蔬菜项目,生鲜蔬菜,,生鲜类,椿菜
311Y,茶叶项目,茶类,,副食干货类,绿茶
351Y,肉类熟食项目,生鲜肉类,,生鲜类,鸡肉
351Y,花卉苗木项目,绿植园艺,,农业生产,种子种球
351Y,茶叶项目,茶类,,副食干货类,茶叶
351Y,茶叶项目,茶类,,副食干货类,红茶
351Y,茶叶项目,茶类,,副食干货类,苦茶
371Y,茶叶项目,茶类,,副食干货类,普洱
371Y,参茸项目,中药材,,医药保健,鹿茸
510Y,海鲜水产项目,海鲜水产,,生鲜类,皮皮虾
512Y,预制菜项目,熟食类,,副食干货类,熟食海鲜
513Y,滋补品项目,中药材,,医药保健,鹿鞭
513Y,蔬菜项目,生鲜蔬菜,,生鲜类,木耳
513Y,牛羊肉项目,干货,万元,副食干货类,牛肉干
513Y,牛羊肉项目,生鲜肉类,,生鲜类,牛肉
517Y,预制菜项目,熟食类,,副食干货类,凉拌菜
517Y,茶叶项目,茶类,,副食干货类,红茶
532Y,常温水果项目,生鲜水果,,生鲜类,菠萝
536Y,肉类熟食项目,生鲜肉类,,生鲜类,鸡肉
551Y,海鲜水产项目,海鲜水产,,生鲜类,海参
571Y,海鲜水产项目,海鲜水产,,生鲜类,鲟鱼
571Y,海鲜水产项目,生鲜肉类,,生鲜类,泥鳅
571Y,常温水果项目,生鲜水果,,生鲜类,莲雾/黑金刚莲雾
577Y,常温水果项目,生鲜水果,,生鲜类,柠檬
579Y,常温水果项目,生鲜水果,,生鲜类,龙宫果
592Y,蔬菜项目,生鲜蔬菜,,生鲜类,马蹄
592Y,花卉苗木项目,绿植园艺,万元,农业生产,苗木
592Y,海鲜水产项目,干货,万元,副食干货类,海产干货
595Y,牛羊肉项目,生鲜肉类,,生鲜类,牛肉
752Y,柚子项目,生鲜水果,万元,生鲜类,柚子
755Y,蔬菜项目,生鲜蔬菜,,生鲜类,黄瓜
755Y,蔬菜项目,生鲜蔬菜,,生鲜类,笋
757Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸡蛋
757Y,牛羊肉项目,生鲜肉类,,生鲜类,牛排
757Y,桔橙项目,生鲜水果,,生鲜类,桔子/橘子
760Y,预制菜项目,冻食类,,副食干货类,丸子
760Y,肉类熟食项目,生鲜肉类,,生鲜类,鸡肉
760Y,常温水果项目,生鲜水果,,生鲜类,菠萝
769Y,肉类熟食项目,生鲜肉类,,生鲜类,蝉蛹
769Y,牛羊肉项目,生鲜肉类,,生鲜类,羊排
769Y,常温水果项目,生鲜水果,,生鲜类,无花果
791Y,蔬菜项目,生鲜蔬菜,,生鲜类,花菜
791Y,蔬菜项目,生鲜蔬菜,,生鲜类,木耳
791Y,禽鱼项目,活体类,,生鲜类,观赏类
851Y,干货项目,休闲食品,,副食干货类,蜜饯果干
851Y,常温水果项目,生鲜水果,,生鲜类,鲜核桃
871Y,石榴项目,生鲜水果,万元,生鲜类,番石榴/石榴
871Y,常温水果项目,生鲜水果,,生鲜类,山竹
898Y,其他生鲜项目,生鲜食品,万元,生鲜类,其它生鲜食品
898Y,荔枝项目,生鲜水果,万元,生鲜类,荔枝
931Y,肉类熟食项目,生鲜肉类,,生鲜类,鸽子肉
991Y,蔬菜项目,生鲜蔬菜,,生鲜类,番薯
010Y,预制菜项目,休闲食品,,副食干货类,自热食品
020Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸡蛋
022Y,蔬菜项目,生鲜蔬菜,,生鲜类,菱角
023Y,预制菜项目,熟食类,,副食干货类,香肠火腿
024Y,蔬菜项目,生鲜蔬菜,,生鲜类,南瓜
024Y,茶叶项目,茶类,,副食干货类,龙井
027Y,参茸项目,中药材,,医药保健,鹿茸
028Y,蔬菜项目,生鲜蔬菜,,生鲜类,洋葱
028Y,茶叶项目,茶类,,副食干货类,花茶
029Y,海鲜水产项目,海鲜水产,,生鲜类,贝类
316Y,海鲜水产项目,生鲜蔬菜,,生鲜类,海带
351Y,蔬菜项目,生鲜蔬菜,,生鲜类,丝瓜
431Y,牛羊肉项目,生鲜肉类,,生鲜类,牛肉
471Y,预制菜项目,熟食类,,副食干货类,熟食菜品
471Y,瓜项目,生鲜水果,,生鲜类,香瓜/甜瓜
512Y,肉类熟食项目,干货,万元,副食干货类,肉类干货
531Y,预制菜项目,熟食类,,副食干货类,香肠火腿
536Y,滋补品项目,中药材,,医药保健,枸杞
536Y,花卉苗木项目,绿植园艺,,农业生产,种子种球
551Y,蔬菜项目,休闲食品,万元,副食干货类,板栗
551Y,枇杷项目,生鲜水果,万元,生鲜类,枇杷果
551Y,海鲜水产项目,海鲜水产,,生鲜类,虾类
571Y,蔬菜项目,生鲜蔬菜,,生鲜类,其它新鲜蔬菜
574Y,海鲜水产项目,海鲜水产,,生鲜类,海参
577Y,枇杷项目,生鲜水果,万元,生鲜类,枇杷果
591Y,海鲜水产项目,海鲜水产,,生鲜类,鱼类
595Y,滋补品项目,中药材,,医药保健,鹿鞭
731Y,茶叶项目,茶类,,副食干货类,苦茶
757Y,常温水果项目,生鲜水果,,生鲜类,橄榄
760Y,牛羊肉项目,生鲜肉类,,生鲜类,羊骨
771Y,常温水果项目,生鲜水果,,生鲜类,释迦果
791Y,月饼项目,月饼类,,副食干货类,肉类月饼
871Y,蟹项目,蟹类,,生鲜类,蟹肉蟹杂
871Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸭蛋
898Y,肉类熟食项目,生鲜肉类,,生鲜类,鸽子肉
898Y,海鲜水产项目,海鲜水产,,生鲜类,海胆
010Y,蔬菜项目,生鲜蔬菜,,生鲜类,西红柿/番茄
010Y,肉类熟食项目,生鲜蛋品,,生鲜类,鹅蛋
010Y,茶叶项目,茶类,,副食干货类,乌龙茶
021Y,牛羊肉项目,生鲜肉类,,生鲜类,牛杂
022Y,肉类熟食项目,生鲜肉类,,生鲜类,兔肉
022Y,海鲜水产项目,海鲜水产,,生鲜类,藻类
023Y,预制菜项目,粮油调味,,副食干货类,豆制品
023Y,肉类熟食项目,生鲜肉类,,生鲜类,其它鲜肉
024Y,常温水果项目,生鲜水果,,生鲜类,黑老虎
025Y,滋补品项目,保健滋补,,医药保健,燕窝
025Y,蔬菜项目,生鲜蔬菜,,生鲜类,黄瓜
025Y,常温水果项目,生鲜水果,,生鲜类,龙宫果
027Y,常温水果项目,生鲜水果,,生鲜类,椰子
029Y,滋补品项目,中药材,,医药保健,鹿鞭
029Y,肉类熟食项目,生鲜肉类,,生鲜类,鸟肉
029Y,茶叶项目,茶类,,副食干货类,陈皮
311Y,预制菜项目,熟食类,,副食干货类,卤味
311Y,海鲜水产项目,海鲜水产,,生鲜类,海参
316Y,蔬菜项目,生鲜蔬菜,,生鲜类,南瓜
351Y,预制菜项目,熟食类,,副食干货类,凉拌菜
371Y,肉类熟食项目,生鲜肉类,,生鲜类,鸽子肉
371Y,肉类熟食项目,生鲜肉类,,生鲜类,其它鲜肉
371Y,常温水果项目,生鲜水果,,生鲜类,柠檬
431Y,蟹项目,蟹类,,生鲜类,梭子蟹
431Y,牛羊肉项目,生鲜肉类,,生鲜类,羊排
451Y,肉类熟食项目,生鲜肉类,,生鲜类,肠
471Y,蔬菜项目,生鲜蔬菜,,生鲜类,薄荷
510Y,蔬菜项目,生鲜蔬菜,,生鲜类,苁蓉
510Y,蔬菜项目,生鲜蔬菜,,生鲜类,菱角
510Y,常温水果项目,生鲜水果,万元,生鲜类,百香果
512Y,蔬菜项目,生鲜蔬菜,,生鲜类,薄荷
512Y,海鲜水产项目,海鲜水产,,生鲜类,鱼杂
517Y,蔬菜项目,生鲜蔬菜,,生鲜类,冬瓜
531Y,预制菜项目,熟食类,,副食干货类,腊味腊肉
532Y,牛羊肉项目,生鲜肉类,,生鲜类,羊骨
536Y,蔬菜项目,生鲜蔬菜,,生鲜类,山药
574Y,蟹项目,蟹类,万元,生鲜类,大闸蟹
574Y,蔬菜项目,生鲜蔬菜,,生鲜类,番薯
574Y,海鲜水产项目,海鲜水产,,生鲜类,海蜇/海蜇头
577Y,常温水果项目,生鲜水果,,生鲜类,圣女果
579Y,蔬菜项目,生鲜蔬菜,,生鲜类,黄瓜
579Y,常温水果项目,生鲜水果,,生鲜类,释迦果
591Y,干货项目,干货,万元,副食干货类,蔬菜干货
591Y,常温水果项目,生鲜水果,,生鲜类,香蕉
592Y,常温水果项目,生鲜水果,,生鲜类,黑老虎
595Y,蔬菜项目,生鲜蔬菜,,生鲜类,椿菜
731Y,花卉苗木项目,绿植园艺,,农业生产,种子种球
731Y,茶叶项目,茶类,,副食干货类,藏茶/老茶
757Y,肉类熟食项目,生鲜肉类,,生鲜类,鸽子肉
757Y,常温水果项目,生鲜水果,,生鲜类,菇娘果
760Y,茶叶项目,茶类,,副食干货类,苦茶
771Y,肉类熟食项目,干货,万元,副食干货类,肉类干货
771Y,肉类熟食项目,生鲜肉类,,生鲜类,兔肉
791Y,蔬菜项目,生鲜蔬菜,,生鲜类,薄荷
851Y,花卉苗木项目,绿植园艺,,农业生产,永生花
871Y,牛羊肉项目,生鲜肉类,,生鲜类,羊肉
931Y,常温水果项目,生鲜水果,,生鲜类,桑葚
991Y,葡萄项目,生鲜水果,万元,生鲜类,红提/葡萄
991Y,牛羊肉项目,生鲜肉类,,生鲜类,牛排
010Y,海鲜水产项目,海鲜水产,,生鲜类,海参
020Y,牛羊肉项目,生鲜肉类,,生鲜类,羊杂
021Y,预制菜项目,熟食类,,副食干货类,腊味腊肉
022Y,常温水果项目,生鲜水果,,生鲜类,西梅
024Y,参茸项目,生鲜蔬菜,,生鲜类,松茸
027Y,常温水果项目,生鲜水果,,生鲜类,山楂果
028Y,肉类熟食项目,生鲜肉类,,生鲜类,驴肉
028Y,海鲜水产项目,海鲜水产,,生鲜类,海参
316Y,花卉苗木项目,绿植园艺,,农业生产,种子种球
351Y,蔬菜项目,生鲜蔬菜,,生鲜类,菱角
371Y,常温水果项目,生鲜水果,,生鲜类,龙宫果
371Y,常温水果项目,生鲜水果,,生鲜类,人参果
431Y,海鲜水产项目,生鲜肉类,,生鲜类,泥鳅
451Y,蔬菜项目,生鲜蔬菜,,生鲜类,番薯
451Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸟蛋
471Y,蔬菜项目,生鲜蔬菜,,生鲜类,菊苣
510Y,预制菜项目,熟食类,,副食干货类,凉拌菜
510Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸽子蛋/鹌鹑蛋
512Y,牛羊肉项目,生鲜肉类,,生鲜类,牛排
512Y,常温水果项目,生鲜水果,,生鲜类,柠檬
513Y,茶叶项目,茶类,,副食干货类,茶叶
517Y,预制菜项目,粮油调味,,副食干货类,豆制品
531Y,蔬菜项目,生鲜蔬菜,,生鲜类,笋
551Y,海鲜水产项目,海鲜水产,,生鲜类,海蛏
551Y,常温水果项目,生鲜水果,,生鲜类,榴莲
579Y,海鲜水产项目,海鲜水产,,生鲜类,海肠
579Y,海鲜水产项目,海鲜水产,,生鲜类,海胆
579Y,常温水果项目,生鲜水果,,生鲜类,橄榄
579Y,常温水果项目,生鲜水果,,生鲜类,椰子
591Y,预制菜项目,熟食类,,副食干货类,腊味腊肉
592Y,常温水果项目,生鲜水果,,生鲜类,西梅
592Y,茶叶项目,茶类,,副食干货类,苦茶
595Y,蔬菜项目,生鲜蔬菜,,生鲜类,鸡头米
731Y,禽鱼项目,活体类,,生鲜类,观赏类
731Y,茶叶项目,茶类,,副食干货类,青茶
752Y,海鲜水产项目,海鲜水产,,生鲜类,螺类
752Y,海鲜水产项目,海鲜水产,,生鲜类,皮皮虾
757Y,粽子项目,熟食类,万元,副食干货类,粽子
760Y,蔬菜项目,生鲜蔬菜,,生鲜类,土豆
760Y,蔬菜项目,生鲜蔬菜,,生鲜类,银耳
760Y,肉类熟食项目,生鲜肉类,,生鲜类,蝉蛹
769Y,肉类熟食项目,生鲜肉类,,生鲜类,猪肉
769Y,牛羊肉项目,生鲜肉类,,生鲜类,羊骨
769Y,茶叶项目,茶类,,副食干货类,苦茶
791Y,蔬菜项目,生鲜蔬菜,,生鲜类,冰草
851Y,肉类熟食项目,生鲜肉类,,生鲜类,蛇肉
871Y,肉类熟食项目,生鲜肉类,,生鲜类,其它鲜肉
871Y,常温水果项目,生鲜水果,万元,生鲜类,百香果
931Y,蔬菜项目,生鲜蔬菜,,生鲜类,西红柿/番茄
931Y,海鲜水产项目,海鲜水产,,生鲜类,生蚝
931Y,干货项目,饮料冲调,,副食干货类,咖啡/奶茶
010Y,常温水果项目,生鲜水果,,生鲜类,牛油果
020Y,粮油副食项目,粮油调味,,副食干货类,豆类
021Y,粽子项目,熟食类,万元,副食干货类,粽子
021Y,粮油副食项目,粮油调味,,副食干货类,面食
023Y,蔬菜项目,生鲜蔬菜,,生鲜类,苁蓉
023Y,肉类熟食项目,生鲜肉类,,生鲜类,鸽子肉
024Y,蔬菜项目,生鲜蔬菜,,生鲜类,马蹄
024Y,草莓项目,生鲜水果,万元,生鲜类,草莓
027Y,常温水果项目,生鲜水果,,生鲜类,蔓越莓
028Y,常温水果项目,生鲜水果,,生鲜类,槟榔
029Y,蔬菜项目,生鲜蔬菜,,生鲜类,木耳
029Y,干货项目,休闲食品,,副食干货类,蜜饯果干
311Y,蔬菜项目,生鲜蔬菜,,生鲜类,芋头
311Y,常温水果项目,生鲜水果,万元,生鲜类,百香果
351Y,肉类熟食项目,生鲜肉类,,生鲜类,猪肉
371Y,预制菜项目,熟食类,,副食干货类,卤味
471Y,滋补品项目,中药材,,医药保健,鹿血
471Y,蔬菜项目,生鲜蔬菜,,生鲜类,西红柿/番茄
471Y,牛羊肉项目,生鲜肉类,,生鲜类,羊杂
510Y,海鲜水产项目,生鲜蔬菜,,生鲜类,海带
512Y,常温水果项目,生鲜水果,,生鲜类,龙宫果
513Y,蟹项目,蟹类,,生鲜类,梭子蟹
513Y,常温水果项目,生鲜水果,,生鲜类,甘蔗
517Y,预制菜项目,休闲食品,,副食干货类,自热食品
531Y,常温水果项目,生鲜水果,,生鲜类,蓝靛果
532Y,参茸项目,生鲜蔬菜,,生鲜类,松茸
551Y,预制菜项目,熟食类,,副食干货类,腊味腊肉
551Y,预制菜项目,熟食类,,副食干货类,熟食肉类
574Y,枇杷项目,生鲜水果,万元,生鲜类,枇杷果
579Y,滋补品项目,中药材,,医药保健,鹿血
579Y,蔬菜项目,生鲜蔬菜,,生鲜类,洋葱
591Y,月饼项目,月饼类,,副食干货类,流心奶黄月饼
592Y,蔬菜项目,生鲜蔬菜,,生鲜类,折耳根
595Y,常温水果项目,生鲜水果,,生鲜类,鲜核桃
731Y,预制菜项目,冻食类,,副食干货类,其它冷藏食品
731Y,茶叶项目,茶类,,副食干货类,红茶
752Y,粽子项目,熟食类,万元,副食干货类,粽子
760Y,肉类熟食项目,生鲜肉类,,生鲜类,猪肉
769Y,常温水果项目,生鲜水果,,生鲜类,榴莲
851Y,常温水果项目,生鲜水果,,生鲜类,甘蔗
871Y,蔬菜项目,生鲜蔬菜,,生鲜类,菌菇
898Y,常温水果项目,生鲜水果,,生鲜类,柠檬
931Y,海鲜水产项目,海鲜水产,,生鲜类,海胆
991Y,蔬菜项目,生鲜蔬菜,,生鲜类,菊苣
020Y,禽鱼项目,活体类,,生鲜类,活体
021Y,肉类熟食项目,生鲜肉类,,生鲜类,蝉蛹
021Y,禽鱼项目,活体类,万元,生鲜类,虫类
022Y,海鲜水产项目,生鲜蔬菜,,生鲜类,海带
023Y,粮油副食项目,粮油调味,万元,副食干货类,五谷杂粮
024Y,常温水果项目,生鲜水果,,生鲜类,柿子
027Y,预制菜项目,熟食类,,副食干货类,凉皮
028Y,滋补品项目,中药材,,医药保健,鹿鞭
028Y,禽鱼项目,活体类,,生鲜类,禽类
028Y,茶叶项目,茶类,,副食干货类,青茶
311Y,蔬菜项目,生鲜蔬菜,,生鲜类,玉米
311Y,常温水果项目,生鲜水果,,生鲜类,柠檬
316Y,常温水果项目,生鲜水果,,生鲜类,无花果
351Y,干货项目,干货,万元,副食干货类,蔬菜干货
371Y,月饼项目,月饼类,,副食干货类,流心奶黄月饼
371Y,常温水果项目,生鲜水果,,生鲜类,甘蔗
371Y,茶叶项目,茶类,,副食干货类,绿茶
510Y,蔬菜项目,生鲜蔬菜,,生鲜类,萝卜
510Y,蔬菜项目,生鲜蔬菜,,生鲜类,山药
517Y,肉类熟食项目,生鲜蛋品,,生鲜类,鹅蛋
517Y,肉类熟食项目,生鲜肉类,,生鲜类,蛇肉
531Y,桃项目,生鲜水果,万元,生鲜类,黄桃/水蜜桃
532Y,花卉苗木项目,鲜花类,,生鲜类,鲜花
532Y,常温水果项目,生鲜水果,,生鲜类,榴莲
532Y,常温水果项目,生鲜水果,,生鲜类,人参果
536Y,月饼项目,月饼类,,副食干货类,肉类月饼
536Y,常温水果项目,生鲜水果,,生鲜类,椰子
571Y,预制菜项目,熟食类,,副食干货类,腊味腊肉
571Y,樱桃项目,生鲜水果,万元,生鲜类,樱桃
571Y,海鲜水产项目,海鲜水产,,生鲜类,刀鱼
571Y,常温水果项目,生鲜水果,,生鲜类,圣女果
574Y,茶叶项目,茶类,,副食干货类,茶叶
577Y,月饼项目,月饼类,,副食干货类,流心奶黄月饼
577Y,蔬菜项目,生鲜蔬菜,,生鲜类,菜苗
577Y,蔬菜项目,生鲜蔬菜,,生鲜类,椿菜
579Y,茶叶项目,茶类,,副食干货类,青茶
595Y,牛羊肉项目,生鲜肉类,,生鲜类,羊排
595Y,花卉苗木项目,绿植园艺,万元,农业生产,苗木
752Y,蟹项目,蟹类,,生鲜类,帝王蟹
757Y,肉类熟食项目,生鲜肉类,,生鲜类,蝉蛹
760Y,海鲜水产项目,海鲜水产,,生鲜类,虾类
769Y,蔬菜项目,生鲜蔬菜,,生鲜类,土豆
769Y,禽鱼项目,活体类,,生鲜类,禽类
791Y,蔬菜项目,生鲜蔬菜,,生鲜类,丝瓜
791Y,海鲜水产项目,海鲜水产,,生鲜类,鱼类
